102051 silly lifecycle grunt-newer@0.7.0~preinstall: no script for preinstall, continuing
108371 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/gifsicle
108372 silly build imagemin-gifsicle@0.1.1
108373 info linkStuff imagemin-gifsicle@0.1.1
108374 silly linkStuff imagemin-gifsicle@0.1.1 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108375 verbose linkBins imagemin-gifsicle@0.1.1
108376 verbose linkMans imagemin-gifsicle@0.1.1
108377 silly build throttleit@0.0.2
108378 info linkStuff throttleit@0.0.2
108379 silly linkStuff throttleit@0.0.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108380 verbose linkBins throttleit@0.0.2
108381 verbose linkMans throttleit@0.0.2
108382 silly build request-progress@0.3.0
108383 info linkStuff request-progress@0.3.0
108384 silly linkStuff request-progress@0.3.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108385 verbose linkBins request-progress@0.3.0
108386 verbose linkMans request-progress@0.3.0
108387 silly build ansi-styles@1.0.0
108388 info linkStuff ansi-styles@1.0.0
108389 silly linkStuff ansi-styles@1.0.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/time-grunt/node_modules as its parent node_modules
108390 verbose linkBins ansi-styles@1.0.0
108391 verbose linkMans ansi-styles@1.0.0
108392 silly build strip-ansi@0.1.1
108393 info linkStuff strip-ansi@0.1.1
108394 silly linkStuff strip-ansi@0.1.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/time-grunt/node_modules as its parent node_modules
108395 verbose linkBins strip-ansi@0.1.1
108396 verbose link bins [ { 'strip-ansi': 'cli.js' },
108396 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/time-grunt/node_modules/.bin',
108396 verbose link bins   false ]
108397 verbose linkMans strip-ansi@0.1.1
108398 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/time-grunt/node_modules/.bin/strip-ansi is being purged
108399 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/time-grunt/node_modules/.bin/strip-ansi
108400 silly build chalk@0.4.0
108401 info linkStuff chalk@0.4.0
108402 silly linkStuff chalk@0.4.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/time-grunt/node_modules as its parent node_modules
108403 verbose linkBins chalk@0.4.0
108404 verbose linkMans chalk@0.4.0
108405 silly build time-grunt@0.3.2
108406 info linkStuff time-grunt@0.3.2
108407 silly linkStuff time-grunt@0.3.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108408 verbose linkBins time-grunt@0.3.2
108409 verbose linkMans time-grunt@0.3.2
108410 silly build timers-ext@0.1.0
108411 info linkStuff timers-ext@0.1.0
108412 silly linkStuff timers-ext@0.1.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108413 verbose linkBins timers-ext@0.1.0
108414 verbose linkMans timers-ext@0.1.0
108415 silly build memoizee@0.3.10
108416 info linkStuff memoizee@0.3.10
108417 silly linkStuff memoizee@0.3.10 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108418 verbose linkBins memoizee@0.3.10
108419 verbose linkMans memoizee@0.3.10
108420 silly build cli-color@0.3.3
108421 info linkStuff cli-color@0.3.3
108422 silly linkStuff cli-color@0.3.3 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108423 verbose linkBins cli-color@0.3.3
108424 verbose linkMans cli-color@0.3.3
108425 silly build inquirer@0.6.0
108426 info linkStuff inquirer@0.6.0
108427 silly linkStuff inquirer@0.6.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/google-cdn/node_modules/insight/node_modules as its parent node_modules
108428 verbose linkBins inquirer@0.6.0
108429 verbose linkMans inquirer@0.6.0
108430 silly build insight@0.4.3
108431 info linkStuff insight@0.4.3
108432 silly linkStuff insight@0.4.3 has /media/ram/Main Drive/hackathon-revamped/node_modules/google-cdn/node_modules as its parent node_modules
108433 verbose linkBins insight@0.4.3
108434 verbose linkMans insight@0.4.3
108435 silly build inquirer@0.7.1
108436 info linkStuff inquirer@0.7.1
108437 silly linkStuff inquirer@0.7.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/google-cdn/node_modules as its parent node_modules
108438 verbose linkBins inquirer@0.7.1
108439 verbose linkMans inquirer@0.7.1
108440 silly build debug@0.7.4
108441 info linkStuff debug@0.7.4
108442 silly linkStuff debug@0.7.4 has /media/ram/Main Drive/hackathon-revamped/node_modules/tiny-lr-fork/node_modules as its parent node_modules
108443 verbose linkBins debug@0.7.4
108444 verbose linkMans debug@0.7.4
108445 silly build qs@0.5.6
108446 info linkStuff qs@0.5.6
108447 silly linkStuff qs@0.5.6 has /media/ram/Main Drive/hackathon-revamped/node_modules/tiny-lr-fork/node_modules as its parent node_modules
108448 verbose linkBins qs@0.5.6
108449 verbose linkMans qs@0.5.6
108450 silly build tiny-lr-fork@0.0.5
108451 info linkStuff tiny-lr-fork@0.0.5
108452 silly linkStuff tiny-lr-fork@0.0.5 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108453 verbose linkBins tiny-lr-fork@0.0.5
108454 verbose link bins [ { 'tiny-lr-fork': './bin/tiny-lr' },
108454 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/.bin',
108454 verbose link bins   false ]
108455 verbose linkMans tiny-lr-fork@0.0.5
108456 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/tiny-lr-fork is being purged
108457 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/tiny-lr-fork
108458 silly build grunt-contrib-watch@0.6.1
108459 info linkStuff grunt-contrib-watch@0.6.1
108460 silly linkStuff grunt-contrib-watch@0.6.1 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108461 verbose linkBins grunt-contrib-watch@0.6.1
108462 verbose linkMans grunt-contrib-watch@0.6.1
108463 silly build tinycolor@0.0.1
108464 info linkStuff tinycolor@0.0.1
108465 silly linkStuff tinycolor@0.0.1 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108466 verbose linkBins tinycolor@0.0.1
108467 verbose linkMans tinycolor@0.0.1
108468 silly build ws@0.4.32
108469 info linkStuff ws@0.4.32
108470 silly linkStuff ws@0.4.32 has /media/ram/Main Drive/hackathon-revamped/node_modules/node-inspector/node_modules as its parent node_modules
108471 verbose linkBins ws@0.4.32
108472 verbose link bins [ { wscat: './bin/wscat' },
108472 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/node-inspector/node_modules/.bin',
108472 verbose link bins   false ]
108473 verbose linkMans ws@0.4.32
108474 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/node-inspector/node_modules/.bin/wscat is being purged
108475 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/node-inspector/node_modules/.bin/wscat
108476 silly build ws@0.4.32
108477 info linkStuff ws@0.4.32
108478 silly linkStuff ws@0.4.32 has /media/ram/Main Drive/hackathon-revamped/node_modules/karma/node_modules as its parent node_modules
108479 verbose linkBins ws@0.4.32
108480 verbose link bins [ { wscat: './bin/wscat' },
108480 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/karma/node_modules/.bin',
108480 verbose link bins   false ]
108481 verbose linkMans ws@0.4.32
108482 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/karma/node_modules/.bin/wscat is being purged
108483 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/karma/node_modules/.bin/wscat
108484 silly build tmp@0.0.23
108485 info linkStuff tmp@0.0.23
108486 silly linkStuff tmp@0.0.23 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108487 verbose linkBins tmp@0.0.23
108488 verbose linkMans tmp@0.0.23
108489 silly build to-array@0.1.4
108490 info linkStuff to-array@0.1.4
108491 silly linkStuff to-array@0.1.4 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108492 verbose linkBins to-array@0.1.4
108493 verbose linkMans to-array@0.1.4
108494 silly build touch@0.0.2
108495 info linkStuff touch@0.0.2
108496 silly linkStuff touch@0.0.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108497 verbose linkBins touch@0.0.2
108498 verbose linkMans touch@0.0.2
108499 silly build traverse@0.3.9
108500 info linkStuff traverse@0.3.9
108501 silly linkStuff traverse@0.3.9 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108502 verbose linkBins traverse@0.3.9
108503 verbose linkMans traverse@0.3.9
108504 silly build chainsaw@0.1.0
108505 info linkStuff chainsaw@0.1.0
108506 silly linkStuff chainsaw@0.1.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108507 verbose linkBins chainsaw@0.1.0
108508 verbose linkMans chainsaw@0.1.0
108509 silly build binary@0.3.0
108510 info linkStuff binary@0.3.0
108511 silly linkStuff binary@0.3.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108512 verbose linkBins binary@0.3.0
108513 verbose linkMans binary@0.3.0
108514 silly build decompress-zip@0.0.8
108515 info linkStuff decompress-zip@0.0.8
108516 silly linkStuff decompress-zip@0.0.8 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108517 verbose linkBins decompress-zip@0.0.8
108518 verbose link bins [ { 'decompress-zip': 'bin/decompress-zip' },
108518 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/.bin',
108518 verbose link bins   false ]
108519 verbose linkMans decompress-zip@0.0.8
108520 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/decompress-zip is being purged
108521 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/decompress-zip
108522 silly build truncate@1.0.5
108523 info linkStuff truncate@1.0.5
108524 silly linkStuff truncate@1.0.5 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108525 verbose linkBins truncate@1.0.5
108526 verbose linkMans truncate@1.0.5
108527 silly build strong-data-uri@0.1.1
108528 info linkStuff strong-data-uri@0.1.1
108529 silly linkStuff strong-data-uri@0.1.1 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108530 verbose linkBins strong-data-uri@0.1.1
108531 verbose linkMans strong-data-uri@0.1.1
108532 silly build tryor@0.1.2
108533 info linkStuff tryor@0.1.2
108534 silly linkStuff tryor@0.1.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108535 verbose linkBins tryor@0.1.2
108536 verbose linkMans tryor@0.1.2
108537 silly build tsscmp@1.0.5
108538 info linkStuff tsscmp@1.0.5
108539 silly linkStuff tsscmp@1.0.5 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108540 verbose linkBins tsscmp@1.0.5
108541 verbose linkMans tsscmp@1.0.5
108542 silly build async@0.2.10
108543 info linkStuff async@0.2.10
108544 silly linkStuff async@0.2.10 has /media/ram/Main Drive/hackathon-revamped/node_modules/uglify-js/node_modules as its parent node_modules
108545 verbose linkBins async@0.2.10
108546 verbose linkMans async@0.2.10
108547 silly build uglify-to-browserify@1.0.2
108548 info linkStuff uglify-to-browserify@1.0.2
108549 silly linkStuff uglify-to-browserify@1.0.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108550 verbose linkBins uglify-to-browserify@1.0.2
108551 verbose linkMans uglify-to-browserify@1.0.2
108552 silly build uid@0.0.2
108553 info linkStuff uid@0.0.2
108554 silly linkStuff uid@0.0.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108555 verbose linkBins uid@0.0.2
108556 verbose link bins [ { uid: './bin/uid' },
108556 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/.bin',
108556 verbose link bins   false ]
108557 verbose linkMans uid@0.0.2
108558 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/uid is being purged
108559 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/uid
108560 silly build uid-safe@2.1.1
108561 info linkStuff uid-safe@2.1.1
108562 silly linkStuff uid-safe@2.1.1 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108563 verbose linkBins uid-safe@2.1.1
108564 verbose linkMans uid-safe@2.1.1
108565 silly build csrf@3.0.3
108566 info linkStuff csrf@3.0.3
108567 silly linkStuff csrf@3.0.3 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108568 verbose linkBins csrf@3.0.3
108569 verbose linkMans csrf@3.0.3
108570 silly build csurf@1.8.3
108571 info linkStuff csurf@1.8.3
108572 silly linkStuff csurf@1.8.3 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108573 verbose linkBins csurf@1.8.3
108574 verbose linkMans csurf@1.8.3
108575 silly build uid2@0.0.3
108576 info linkStuff uid2@0.0.3
108577 silly linkStuff uid2@0.0.3 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108578 verbose linkBins uid2@0.0.3
108579 verbose linkMans uid2@0.0.3
108580 silly build passport-oauth2@1.3.0
108581 info linkStuff passport-oauth2@1.3.0
108582 silly linkStuff passport-oauth2@1.3.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108583 verbose linkBins passport-oauth2@1.3.0
108584 verbose linkMans passport-oauth2@1.3.0
108585 silly build ultron@1.0.2
108586 info linkStuff ultron@1.0.2
108587 silly linkStuff ultron@1.0.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108588 verbose linkBins ultron@1.0.2
108589 verbose linkMans ultron@1.0.2
108590 silly build ws@1.0.1
108591 info linkStuff ws@1.0.1
108592 silly linkStuff ws@1.0.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/engine.io-client/node_modules as its parent node_modules
108593 verbose linkBins ws@1.0.1
108594 verbose linkMans ws@1.0.1
108595 silly build unpipe@1.0.0
108596 info linkStuff unpipe@1.0.0
108597 silly linkStuff unpipe@1.0.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108598 verbose linkBins unpipe@1.0.0
108599 verbose linkMans unpipe@1.0.0
108600 silly build finalhandler@0.5.0
108601 info linkStuff finalhandler@0.5.0
108602 silly linkStuff finalhandler@0.5.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108603 verbose linkBins finalhandler@0.5.0
108604 verbose linkMans finalhandler@0.5.0
108605 silly build express@4.14.0
108606 info linkStuff express@4.14.0
108607 silly linkStuff express@4.14.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/node-inspector/node_modules as its parent node_modules
108608 verbose linkBins express@4.14.0
108609 verbose linkMans express@4.14.0
108610 silly build raw-body@2.1.7
108611 info linkStuff raw-body@2.1.7
108612 silly linkStuff raw-body@2.1.7 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
108613 verbose linkBins raw-body@2.1.7
108614 verbose linkMans raw-body@2.1.7
108615 silly build body-parser@1.13.3
108616 info linkStuff body-parser@1.13.3
108617 silly linkStuff body-parser@1.13.3 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
108618 verbose linkBins body-parser@1.13.3
108619 verbose linkMans body-parser@1.13.3
108620 silly build finalhandler@0.4.0
108621 info linkStuff finalhandler@0.4.0
108622 silly linkStuff finalhandler@0.4.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
